uniprot.id	hla	ligand.len	count
Q14520	HLA-C0202	9	19
Q14520	HLA-C1507	9	12
Q14524	HLA-A0201	9	100
Q14524	HLA-A1101	9	35
Q14524	HLA-B0702	9	40
Q14524	HLA-B2705	9	41
Q14524	HLA-C0202	9	128
Q14524	HLA-C1507	9	83
Q14525	HLA-A0201	9	11
Q14525	HLA-A1101	9	6
Q14525	HLA-B0702	9	3
Q14525	HLA-B2705	9	10
Q14525	HLA-C0202	9	18
Q14525	HLA-C1507	9	11
Q14526	HLA-A0201	9	20
Q14526	HLA-A1101	9	9
Q14526	HLA-B0702	9	30
Q14526	HLA-B2705	9	13
Q14526	HLA-C0202	9	52
Q14526	HLA-C1507	9	40
Q14527	HLA-A0201	9	37
Q14527	HLA-A1101	9	25
Q14527	HLA-B0702	9	28
Q14527	HLA-B2705	9	31
Q14527	HLA-C0202	9	56
Q14527	HLA-C1507	9	36
Q14532	HLA-A0201	9	12
Q14532	HLA-A1101	9	8
Q14532	HLA-B0702	9	5
Q14532	HLA-B2705	9	8
Q14532	HLA-C0202	9	20
Q14532	HLA-C1507	9	13
Q14533	HLA-A0201	9	15
Q14533	HLA-A1101	9	8
Q14533	HLA-B0702	9	10
Q14533	HLA-B2705	9	12
Q14533	HLA-C0202	9	26
Q14533	HLA-C1507	9	13
Q14534	HLA-A0201	9	26
Q14534	HLA-A1101	9	14
Q14534	HLA-B0702	9	10
Q14534	HLA-B2705	9	16
Q14534	HLA-C0202	9	42
Q14534	HLA-C1507	9	27
Q14541	HLA-A0201	9	13
Q14541	HLA-A1101	9	7
Q14541	HLA-B0702	9	8
Q14541	HLA-B2705	9	8
Q14541	HLA-C0202	9	23
Q14541	HLA-C1507	9	14
Q14542	HLA-A0201	9	37
Q14542	HLA-A1101	9	5
Q14542	HLA-B0702	9	14
Q14542	HLA-B2705	9	5
Q14542	HLA-C0202	9	36
Q14542	HLA-C1507	9	17
Q14549	HLA-A0201	9	13
Q14549	HLA-A1101	9	7
Q14549	HLA-B0702	9	11
Q14549	HLA-B2705	9	6
Q14549	HLA-C0202	9	21
Q14549	HLA-C1507	9	13
Q14554	HLA-A0201	9	13
Q14554	HLA-A1101	9	18
Q14554	HLA-B0702	9	9
Q14554	HLA-B2705	9	12
Q14554	HLA-C0202	9	32
Q14554	HLA-C1507	9	20
Q14558	HLA-A0201	9	12
Q14558	HLA-A1101	9	10
Q14558	HLA-B0702	9	9
Q14558	HLA-B2705	9	13
Q14558	HLA-C0202	9	33
Q14558	HLA-C1507	9	16
Q14562	HLA-A0201	9	36
Q14562	HLA-A1101	9	32
Q14562	HLA-B0702	9	25
Q14562	HLA-B2705	9	31
Q14562	HLA-C0202	9	72
Q14562	HLA-C1507	9	51
Q14563	HLA-A0201	9	13
Q14563	HLA-A1101	9	20
Q14563	HLA-B0702	9	14
Q14563	HLA-B2705	9	15
Q14563	HLA-C0202	9	42
Q14563	HLA-C1507	9	23
Q14565	HLA-A0201	9	11
Q14565	HLA-A1101	9	12
Q14565	HLA-B0702	9	7
Q14565	HLA-B2705	9	6
Q14565	HLA-C0202	9	26
Q14565	HLA-C1507	9	10
Q14566	HLA-A0201	9	33
Q14566	HLA-A1101	9	27
Q14566	HLA-B0702	9	16
Q14566	HLA-B2705	9	25
Q14566	HLA-C0202	9	65
Q14566	HLA-C1507	9	36
Q14568	HLA-A0201	9	10
Q14568	HLA-A1101	9	9
Q14568	HLA-B0702	9	3
Q14568	HLA-B2705	9	9
Q14568	HLA-C0202	9	24
Q14568	HLA-C1507	9	14
Q14571	HLA-A0201	9	112
Q14571	HLA-A1101	9	67
Q14571	HLA-B0702	9	36
Q14571	HLA-B2705	9	68
Q14571	HLA-C0202	9	163
Q14571	HLA-C1507	9	88
Q14573	HLA-A0201	9	107
Q14573	HLA-A1101	9	60
Q14573	HLA-B0702	9	41
Q14573	HLA-B2705	9	56
Q14573	HLA-C0202	9	150
Q14573	HLA-C1507	9	89
Q14574	HLA-A0201	9	22
Q14574	HLA-A1101	9	19
Q14574	HLA-B0702	9	18
Q14574	HLA-B2705	9	18
Q14574	HLA-C0202	9	45
Q14574	HLA-C1507	9	31
Q14576	HLA-A0201	9	13
Q14576	HLA-A1101	9	12
Q14576	HLA-B0702	9	15
Q14576	HLA-B2705	9	20
Q14576	HLA-C0202	9	36
Q14576	HLA-C1507	9	23
Q14582	HLA-A0201	9	6
Q14582	HLA-A1101	9	4
Q14582	HLA-B0702	9	2
Q14582	HLA-B2705	9	6
Q14582	HLA-C0202	9	10
Q14582	HLA-C1507	9	6
Q14584	HLA-A0201	9	8
Q14584	HLA-A1101	9	11
Q14584	HLA-B0702	9	7
Q14584	HLA-B2705	9	6
Q14584	HLA-C0202	9	32
Q14584	HLA-C1507	9	22
Q14585	HLA-A0201	9	1
Q14585	HLA-A1101	9	5
Q14585	HLA-B0702	9	3
Q14585	HLA-B2705	9	4
Q14585	HLA-C0202	9	29
Q14585	HLA-C1507	9	14
Q14586	HLA-A0201	9	11
Q14586	HLA-A1101	9	22
Q14586	HLA-B0702	9	9
Q14586	HLA-B2705	9	26
Q14586	HLA-C0202	9	56
Q14586	HLA-C1507	9	27
Q14587	HLA-A0201	9	21
Q14587	HLA-A1101	9	28
Q14587	HLA-B0702	9	6
Q14587	HLA-B2705	9	25
Q14587	HLA-C0202	9	66
Q14587	HLA-C1507	9	43
Q14588	HLA-A0201	9	15
Q14588	HLA-A1101	9	18
Q14588	HLA-B0702	9	4
Q14588	HLA-B2705	9	14
Q14588	HLA-C0202	9	50
Q14588	HLA-C1507	9	26
Q14590	HLA-A0201	9	7
Q14590	HLA-A1101	9	14
Q14590	HLA-B0702	9	1
Q14590	HLA-B2705	9	11
Q14590	HLA-C0202	9	43
Q14590	HLA-C1507	9	18
Q14592	HLA-A0201	9	10
Q14592	HLA-A1101	9	6
Q14592	HLA-B0702	9	7
Q14592	HLA-B2705	9	10
Q14592	HLA-C0202	9	39
Q14592	HLA-C1507	9	24
Q14593	HLA-A0201	9	13
Q14593	HLA-A1101	9	26
Q14593	HLA-B0702	9	13
Q14593	HLA-B2705	9	11
Q14593	HLA-C0202	9	41
Q14593	HLA-C1507	9	20
Q14596	HLA-A0201	9	25
Q14596	HLA-A1101	9	18
Q14596	HLA-B0702	9	22
Q14596	HLA-B2705	9	17
Q14596	HLA-C0202	9	55
Q14596	HLA-C1507	9	33
Q14602	HLA-A0201	9	1
Q14602	HLA-B0702	9	2
Q14602	HLA-B2705	9	2
Q14602	HLA-C0202	9	2
Q14602	HLA-C1507	9	2
Q14623	HLA-A0201	9	18
Q14623	HLA-A1101	9	7
Q14623	HLA-B0702	9	15
Q14623	HLA-B2705	9	10
Q14623	HLA-C0202	9	23
Q14623	HLA-C1507	9	13
Q14624	HLA-A0201	9	35
Q14624	HLA-A1101	9	24
Q14624	HLA-B0702	9	34
Q14624	HLA-B2705	9	22
Q14624	HLA-C0202	9	72
Q14624	HLA-C1507	9	47
Q14626	HLA-A0201	9	17
Q14626	HLA-A1101	9	4
Q14626	HLA-B0702	9	12
Q14626	HLA-B2705	9	8
Q14626	HLA-C0202	9	26
Q14626	HLA-C1507	9	17
Q14627	HLA-A0201	9	12
Q14627	HLA-A1101	9	9
Q14627	HLA-B0702	9	4
Q14627	HLA-B2705	9	6
Q14627	HLA-C0202	9	19
Q14627	HLA-C1507	9	10
Q14641	HLA-A0201	9	6
Q14641	HLA-A1101	9	3
Q14641	HLA-B0702	9	3
Q14641	HLA-B2705	9	3
Q14641	HLA-C0202	9	8
Q14641	HLA-C1507	9	7
Q14642	HLA-A0201	9	17
Q14642	HLA-A1101	9	14
Q14642	HLA-B0702	9	13
Q14642	HLA-B2705	9	14
Q14642	HLA-C0202	9	35
Q14642	HLA-C1507	9	15
Q14643	HLA-A0201	9	107
Q14643	HLA-A1101	9	50
Q14643	HLA-B0702	9	43
Q14643	HLA-B2705	9	66
Q14643	HLA-C0202	9	146
Q14643	HLA-C1507	9	97
Q14644	HLA-A0201	9	32
Q14644	HLA-A1101	9	22
Q14644	HLA-B0702	9	14
Q14644	HLA-B2705	9	21
Q14644	HLA-C0202	9	72
Q14644	HLA-C1507	9	40
Q14651	HLA-A0201	9	21
Q14651	HLA-A1101	9	18
Q14651	HLA-B0702	9	11
Q14651	HLA-B2705	9	10
Q14651	HLA-C0202	9	31
Q14651	HLA-C1507	9	21
Q14653	HLA-A0201	9	13
Q14653	HLA-A1101	9	7
Q14653	HLA-B0702	9	12
Q14653	HLA-B2705	9	10
Q14653	HLA-C0202	9	20
Q14653	HLA-C1507	9	16
Q14654	HLA-A0201	9	20
Q14654	HLA-A1101	9	9
Q14654	HLA-B0702	9	5
Q14654	HLA-B2705	9	9
Q14654	HLA-C0202	9	28
Q14654	HLA-C1507	9	19
Q14656	HLA-A0201	9	24
Q14656	HLA-A1101	9	7
Q14656	HLA-B0702	9	9
Q14656	HLA-B2705	9	6
Q14656	HLA-C0202	9	26
Q14656	HLA-C1507	9	17
Q14657	HLA-A0201	9	6
Q14657	HLA-A1101	9	1
Q14657	HLA-B0702	9	7
Q14657	HLA-B2705	9	6
Q14657	HLA-C0202	9	9
Q14657	HLA-C1507	9	7
Q14667	HLA-A0201	9	94
Q14667	HLA-A1101	9	54
Q14667	HLA-B0702	9	50
Q14667	HLA-B2705	9	51
Q14667	HLA-C0202	9	130
Q14667	HLA-C1507	9	98
Q14669	HLA-A0201	9	66
Q14669	HLA-A1101	9	52
Q14669	HLA-B0702	9	40
Q14669	HLA-B2705	9	38
Q14669	HLA-C0202	9	96
Q14669	HLA-C1507	9	69
Q14671	HLA-A0201	9	27
Q14671	HLA-A1101	9	20
Q14671	HLA-B0702	9	43
Q14671	HLA-B2705	9	25
Q14671	HLA-C0202	9	88
Q14671	HLA-C1507	9	60
Q14674	HLA-A0201	9	89
Q14674	HLA-A1101	9	39
Q14674	HLA-B0702	9	61
Q14674	HLA-B2705	9	44
Q14674	HLA-C0202	9	130
Q14674	HLA-C1507	9	86
Q14676	HLA-A0201	9	42
Q14676	HLA-A1101	9	42
Q14676	HLA-B0702	9	61
Q14676	HLA-B2705	9	16
Q14676	HLA-C0202	9	85
Q14676	HLA-C1507	9	62
Q14677	HLA-A0201	9	17
Q14677	HLA-A1101	9	9
Q14677	HLA-B0702	9	13
Q14677	HLA-B2705	9	4
Q14677	HLA-C0202	9	38
Q14677	HLA-C1507	9	25
Q14678	HLA-A0201	9	42
Q14678	HLA-A1101	9	33
Q14678	HLA-B0702	9	22
Q14678	HLA-B2705	9	21
Q14678	HLA-C0202	9	53
Q14678	HLA-C1507	9	35
Q14679	HLA-A0201	9	26
Q14679	HLA-A1101	9	29
Q14679	HLA-B0702	9	33
Q14679	HLA-B2705	9	28
Q14679	HLA-C0202	9	65
Q14679	HLA-C1507	9	38
Q14680	HLA-A0201	9	30
Q14680	HLA-A1101	9	18
Q14680	HLA-B0702	9	12
Q14680	HLA-B2705	9	12
Q14680	HLA-C0202	9	33
Q14680	HLA-C1507	9	20
Q14681	HLA-A0201	9	5
Q14681	HLA-A1101	9	1
Q14681	HLA-B0702	9	9
Q14681	HLA-B2705	9	6
Q14681	HLA-C0202	9	19
Q14681	HLA-C1507	9	7
Q14683	HLA-A0201	9	27
Q14683	HLA-A1101	9	35
Q14683	HLA-B0702	9	22
Q14683	HLA-B2705	9	32
Q14683	HLA-C0202	9	67
Q14683	HLA-C1507	9	30
Q14684	HLA-A0201	9	17
Q14684	HLA-A1101	9	17
Q14684	HLA-B0702	9	25
Q14684	HLA-B2705	9	16
Q14684	HLA-C0202	9	39
Q14684	HLA-C1507	9	30
Q14686	HLA-A0201	9	53
Q14686	HLA-A1101	9	27
Q14686	HLA-B0702	9	89
Q14686	HLA-B2705	9	16
Q14686	HLA-C0202	9	103
Q14686	HLA-C1507	9	86
Q14687	HLA-A0201	9	28
Q14687	HLA-A1101	9	22
Q14687	HLA-B0702	9	48
Q14687	HLA-B2705	9	19
Q14687	HLA-C0202	9	53
Q14687	HLA-C1507	9	37
Q14689	HLA-A0201	9	63
Q14689	HLA-A1101	9	51
Q14689	HLA-B0702	9	51
Q14689	HLA-B2705	9	34
Q14689	HLA-C0202	9	130
Q14689	HLA-C1507	9	91
Q14690	HLA-A0201	9	60
Q14690	HLA-A1101	9	78
Q14690	HLA-B0702	9	45
Q14690	HLA-B2705	9	37
Q14690	HLA-C0202	9	117
Q14690	HLA-C1507	9	70
Q14691	HLA-A0201	9	6
Q14691	HLA-A1101	9	7
Q14691	HLA-B0702	9	8
Q14691	HLA-B2705	9	8
Q14691	HLA-C0202	9	13
Q14691	HLA-C1507	9	8
Q14692	HLA-A0201	9	36
Q14692	HLA-A1101	9	31
Q14692	HLA-B0702	9	25
Q14692	HLA-B2705	9	34
Q14692	HLA-C0202	9	53
Q14692	HLA-C1507	9	31
Q14693	HLA-A0201	9	21
Q14693	HLA-A1101	9	28
Q14693	HLA-B0702	9	16
Q14693	HLA-B2705	9	21
Q14693	HLA-C0202	9	55
Q14693	HLA-C1507	9	37
Q14694	HLA-A0201	9	18
Q14694	HLA-A1101	9	22
Q14694	HLA-B0702	9	27
Q14694	HLA-B2705	9	13
Q14694	HLA-C0202	9	46
Q14694	HLA-C1507	9	36
Q14695	HLA-A0201	9	3
Q14695	HLA-A1101	9	3
Q14695	HLA-B0702	9	4
Q14695	HLA-B2705	9	2
Q14695	HLA-C0202	9	4
Q14695	HLA-C1507	9	3
Q14696	HLA-A0201	9	8
Q14696	HLA-A1101	9	3
Q14696	HLA-B0702	9	3
Q14696	HLA-B2705	9	2
Q14696	HLA-C0202	9	9
Q14696	HLA-C1507	9	9
Q14697	HLA-A0201	9	36
Q14697	HLA-A1101	9	23
Q14697	HLA-B0702	9	23
Q14697	HLA-B2705	9	15
Q14697	HLA-C0202	9	60
Q14697	HLA-C1507	9	38
Q14699	HLA-A0201	9	15
Q14699	HLA-A1101	9	10
Q14699	HLA-B0702	9	12
Q14699	HLA-B2705	9	9
Q14699	HLA-C0202	9	24
Q14699	HLA-C1507	9	15
Q14703	HLA-A0201	9	35
Q14703	HLA-A1101	9	32
Q14703	HLA-B0702	9	30
Q14703	HLA-B2705	9	25
Q14703	HLA-C0202	9	64
Q14703	HLA-C1507	9	42
Q14714	HLA-A0201	9	23
Q14714	HLA-A1101	9	7
Q14714	HLA-B0702	9	3
Q14714	HLA-B2705	9	3
Q14714	HLA-C0202	9	15
Q14714	HLA-C1507	9	11
Q14721	HLA-A0201	9	27
Q14721	HLA-A1101	9	25
Q14721	HLA-B0702	9	20
Q14721	HLA-B2705	9	16
Q14721	HLA-C0202	9	50
Q14721	HLA-C1507	9	31
Q14722	HLA-A0201	9	14
Q14722	HLA-A1101	9	15
Q14722	HLA-B0702	9	9
Q14722	HLA-B2705	9	8
Q14722	HLA-C0202	9	30
Q14722	HLA-C1507	9	18
Q14728	HLA-A0201	9	35
Q14728	HLA-A1101	9	10
Q14728	HLA-B0702	9	17
Q14728	HLA-B2705	9	8
Q14728	HLA-C0202	9	39
Q14728	HLA-C1507	9	23
Q14738	HLA-A0201	9	25
Q14738	HLA-A1101	9	21
Q14738	HLA-B0702	9	16
Q14738	HLA-B2705	9	25
Q14738	HLA-C0202	9	41
Q14738	HLA-C1507	9	32
Q14739	HLA-A0201	9	38
Q14739	HLA-A1101	9	19
Q14739	HLA-B0702	9	20
Q14739	HLA-B2705	9	14
Q14739	HLA-C0202	9	48
Q14739	HLA-C1507	9	24
Q14746	HLA-A0201	9	34
Q14746	HLA-A1101	9	17
Q14746	HLA-B0702	9	19
Q14746	HLA-B2705	9	12
Q14746	HLA-C0202	9	57
Q14746	HLA-C1507	9	33
Q14749	HLA-A0201	9	9
Q14749	HLA-A1101	9	6
Q14749	HLA-B0702	9	3
Q14749	HLA-B2705	9	2
Q14749	HLA-C0202	9	23
Q14749	HLA-C1507	9	11
Q14761	HLA-A0201	9	10
Q14761	HLA-A1101	9	2
Q14761	HLA-B0702	9	7
Q14761	HLA-B2705	9	3
Q14761	HLA-C0202	9	13
Q14761	HLA-C1507	9	12
Q14764	HLA-A0201	9	24
Q14764	HLA-A1101	9	23
Q14764	HLA-B0702	9	29
Q14764	HLA-B2705	9	24
Q14764	HLA-C0202	9	55
Q14764	HLA-C1507	9	33
Q14765	HLA-A0201	9	35
Q14765	HLA-A1101	9	8
Q14765	HLA-B0702	9	21
Q14765	HLA-B2705	9	22
Q14765	HLA-C0202	9	44
Q14765	HLA-C1507	9	31
Q14766	HLA-A0201	9	22
Q14766	HLA-A1101	9	31
Q14766	HLA-B0702	9	36
Q14766	HLA-B2705	9	19
Q14766	HLA-C0202	9	49
Q14766	HLA-C1507	9	29
Q14767	HLA-A0201	9	18
Q14767	HLA-A1101	9	15
Q14767	HLA-B0702	9	51
Q14767	HLA-B2705	9	15
Q14767	HLA-C0202	9	50
Q14767	HLA-C1507	9	26
Q14773	HLA-A0201	9	14
Q14773	HLA-A1101	9	9
Q14773	HLA-B0702	9	15
Q14773	HLA-B2705	9	12
Q14773	HLA-C0202	9	28
Q14773	HLA-C1507	9	22
Q14774	HLA-A0201	9	12
Q14774	HLA-A1101	9	12
Q14774	HLA-B0702	9	16
Q14774	HLA-B2705	9	5
Q14774	HLA-C0202	9	25
Q14774	HLA-C1507	9	22
Q14781	HLA-A0201	9	12
Q14781	HLA-A1101	9	13
Q14781	HLA-B0702	9	18
Q14781	HLA-B2705	9	8
Q14781	HLA-C0202	9	20
Q14781	HLA-C1507	9	14
Q14789	HLA-A0201	9	110
Q14789	HLA-A1101	9	77
Q14789	HLA-B0702	9	49
Q14789	HLA-B2705	9	59
Q14789	HLA-C0202	9	156
Q14789	HLA-C1507	9	110
Q14790	HLA-A0201	9	15
Q14790	HLA-A1101	9	11
Q14790	HLA-B0702	9	11
Q14790	HLA-B2705	9	8
Q14790	HLA-C0202	9	31
Q14790	HLA-C1507	9	18
Q147U1	HLA-A0201	9	10
Q147U1	HLA-A1101	9	16
Q147U1	HLA-B0702	9	10
Q147U1	HLA-B2705	9	16
Q147U1	HLA-C0202	9	43
Q147U1	HLA-C1507	9	28
Q147U7	HLA-A0201	9	15
Q147U7	HLA-A1101	9	8
Q147U7	HLA-B0702	9	3
Q147U7	HLA-B2705	9	5
Q147U7	HLA-C0202	9	16
Q147U7	HLA-C1507	9	12
Q147X3	HLA-A0201	9	10
Q147X3	HLA-A1101	9	9
Q147X3	HLA-B0702	9	15
Q147X3	HLA-B2705	9	9
Q147X3	HLA-C0202	9	17
Q147X3	HLA-C1507	9	12
Q14802	HLA-A0201	9	2
Q14802	HLA-A1101	9	1
Q14802	HLA-B0702	9	2
Q14802	HLA-C0202	9	3
Q14802	HLA-C1507	9	3
Q14807	HLA-A0201	9	19
Q14807	HLA-A1101	9	22
Q14807	HLA-B0702	9	26
Q14807	HLA-B2705	9	18
Q14807	HLA-C0202	9	32
Q14807	HLA-C1507	9	26
Q14814	HLA-A0201	9	10
Q14814	HLA-A1101	9	13
Q14814	HLA-B0702	9	22
Q14814	HLA-B2705	9	14
Q14814	HLA-C0202	9	35
Q14814	HLA-C1507	9	21
Q14831	HLA-A0201	9	44
Q14831	HLA-A1101	9	24
Q14831	HLA-B0702	9	20
Q14831	HLA-B2705	9	19
Q14831	HLA-C0202	9	53
Q14831	HLA-C1507	9	31
Q14832	HLA-A0201	9	44
Q14832	HLA-A1101	9	25
Q14832	HLA-B0702	9	21
Q14832	HLA-B2705	9	26
Q14832	HLA-C0202	9	68
Q14832	HLA-C1507	9	38
Q14833	HLA-A0201	9	45
Q14833	HLA-A1101	9	28
Q14833	HLA-B0702	9	20
Q14833	HLA-B2705	9	24
Q14833	HLA-C0202	9	53
Q14833	HLA-C1507	9	38
Q14839	HLA-A0201	9	45
Q14839	HLA-A1101	9	43
Q14839	HLA-B0702	9	34
Q14839	HLA-B2705	9	30
Q14839	HLA-C0202	9	77
Q14839	HLA-C1507	9	46
Q14847	HLA-A0201	9	7
Q14847	HLA-A1101	9	7
Q14847	HLA-B0702	9	7
Q14847	HLA-B2705	9	5
Q14847	HLA-C0202	9	13
Q14847	HLA-C1507	9	7
Q14849	HLA-A0201	9	18
Q14849	HLA-A1101	9	12
Q14849	HLA-B0702	9	14
Q14849	HLA-B2705	9	16
Q14849	HLA-C0202	9	40
Q14849	HLA-C1507	9	26
Q14863	HLA-A0201	9	11
Q14863	HLA-A1101	9	5
Q14863	HLA-B0702	9	13
Q14863	HLA-B2705	9	8
Q14863	HLA-C0202	9	23
Q14863	HLA-C1507	9	21
Q14865	HLA-A0201	9	29
Q14865	HLA-A1101	9	35
Q14865	HLA-B0702	9	38
Q14865	HLA-B2705	9	20
Q14865	HLA-C0202	9	70
Q14865	HLA-C1507	9	43
Q14872	HLA-A0201	9	19
Q14872	HLA-A1101	9	4
Q14872	HLA-B0702	9	27
Q14872	HLA-B2705	9	6
Q14872	HLA-C0202	9	42
Q14872	HLA-C1507	9	27
Q14894	HLA-A0201	9	19
Q14894	HLA-A1101	9	9
Q14894	HLA-B0702	9	5
Q14894	HLA-B2705	9	6
Q14894	HLA-C0202	9	34
Q14894	HLA-C1507	9	19
Q14896	HLA-A0201	9	30
Q14896	HLA-A1101	9	28
Q14896	HLA-B0702	9	34
Q14896	HLA-B2705	9	23
Q14896	HLA-C0202	9	65
Q14896	HLA-C1507	9	48
Q14914	HLA-A0201	9	14
Q14914	HLA-A1101	9	16
Q14914	HLA-B0702	9	14
Q14914	HLA-B2705	9	8
Q14914	HLA-C0202	9	33
Q14914	HLA-C1507	9	16
Q14916	HLA-A0201	9	25
Q14916	HLA-A1101	9	17
Q14916	HLA-B0702	9	9
Q14916	HLA-B2705	9	8
Q14916	HLA-C0202	9	41
Q14916	HLA-C1507	9	22
Q14919	HLA-A0201	9	5
Q14919	HLA-A1101	9	3
Q14919	HLA-B0702	9	7
Q14919	HLA-B2705	9	3
Q14919	HLA-C0202	9	8
Q14919	HLA-C1507	9	7
Q14929	HLA-A0201	9	10
Q14929	HLA-A1101	9	14
Q14929	HLA-B0702	9	9
Q14929	HLA-B2705	9	20
Q14929	HLA-C0202	9	38
Q14929	HLA-C1507	9	19
Q14934	HLA-A0201	9	9
Q14934	HLA-A1101	9	16
Q14934	HLA-B0702	9	42
Q14934	HLA-B2705	9	18
Q14934	HLA-C0202	9	41
Q14934	HLA-C1507	9	28
Q14938	HLA-A0201	9	14
Q14938	HLA-A1101	9	8
Q14938	HLA-B0702	9	15
Q14938	HLA-B2705	9	10
Q14938	HLA-C0202	9	31
Q14938	HLA-C1507	9	21
Q14940	HLA-A0201	9	61
Q14940	HLA-A1101	9	22
Q14940	HLA-B0702	9	23
Q14940	HLA-B2705	9	15
Q14940	HLA-C0202	9	64
Q14940	HLA-C1507	9	39
Q14943	HLA-A0201	9	10
Q14943	HLA-A1101	9	9
Q14943	HLA-B0702	9	4
Q14943	HLA-B2705	9	5
Q14943	HLA-C0202	9	21
Q14943	HLA-C1507	9	11
Q14952	HLA-A0201	9	8
Q14952	HLA-A1101	9	5
Q14952	HLA-B0702	9	2
Q14952	HLA-B2705	9	3
Q14952	HLA-C0202	9	14
Q14952	HLA-C1507	9	6
Q14953	HLA-A0201	9	9
Q14953	HLA-A1101	9	5
Q14953	HLA-B0702	9	4
Q14953	HLA-B2705	9	4
Q14953	HLA-C0202	9	14
Q14953	HLA-C1507	9	7
Q14954	HLA-A0201	9	8
Q14954	HLA-A1101	9	5
Q14954	HLA-B0702	9	2
Q14954	HLA-B2705	9	3
Q14954	HLA-C0202	9	14
Q14954	HLA-C1507	9	8
Q14956	HLA-A0201	9	21
Q14956	HLA-A1101	9	13
Q14956	HLA-B0702	9	17
Q14956	HLA-B2705	9	9
Q14956	HLA-C0202	9	40
Q14956	HLA-C1507	9	24
Q14957	HLA-A0201	9	42
Q14957	HLA-A1101	9	22
Q14957	HLA-B0702	9	44
Q14957	HLA-B2705	9	30
Q14957	HLA-C0202	9	81
Q14957	HLA-C1507	9	55
Q14964	HLA-A0201	9	5
Q14964	HLA-A1101	9	6
Q14964	HLA-B0702	9	4
Q14964	HLA-B2705	9	3
Q14964	HLA-C0202	9	15
Q14964	HLA-C1507	9	10
Q14966	HLA-A0201	9	34
Q14966	HLA-A1101	9	57
Q14966	HLA-B0702	9	49
Q14966	HLA-B2705	9	25
Q14966	HLA-C0202	9	81
Q14966	HLA-C1507	9	48
Q14973	HLA-A0201	9	28
Q14973	HLA-A1101	9	9
Q14973	HLA-B0702	9	9
Q14973	HLA-B2705	9	6
Q14973	HLA-C0202	9	22
Q14973	HLA-C1507	9	13
Q14974	HLA-A0201	9	40
Q14974	HLA-A1101	9	20
Q14974	HLA-B0702	9	14
Q14974	HLA-B2705	9	19
Q14974	HLA-C0202	9	60
Q14974	HLA-C1507	9	40
Q14978	HLA-A0201	9	4
Q14978	HLA-A1101	9	37
Q14978	HLA-B0702	9	21
Q14978	HLA-B2705	9	4
Q14978	HLA-C0202	9	17
Q14978	HLA-C1507	9	16
Q14980	HLA-A0201	9	54
Q14980	HLA-A1101	9	45
Q14980	HLA-B0702	9	35
Q14980	HLA-B2705	9	44
Q14980	HLA-C0202	9	86
Q14980	HLA-C1507	9	59
Q14982	HLA-A0201	9	12
Q14982	HLA-A1101	9	10
Q14982	HLA-B0702	9	7
Q14982	HLA-B2705	9	6
Q14982	HLA-C0202	9	22
Q14982	HLA-C1507	9	11
Q14990	HLA-A0201	9	5
Q14990	HLA-B0702	9	5
Q14990	HLA-B2705	9	3
Q14990	HLA-C0202	9	8
Q14990	HLA-C1507	9	5
Q14993	HLA-A0201	9	16
Q14993	HLA-A1101	9	14
Q14993	HLA-B0702	9	28
Q14993	HLA-B2705	9	6
Q14993	HLA-C0202	9	30
Q14993	HLA-C1507	9	22
Q14994	HLA-A0201	9	18
Q14994	HLA-A1101	9	9
Q14994	HLA-B0702	9	8
Q14994	HLA-B2705	9	8
Q14994	HLA-C0202	9	22
Q14994	HLA-C1507	9	13
Q14995	HLA-A0201	9	18
Q14995	HLA-A1101	9	17
Q14995	HLA-B0702	9	4
Q14995	HLA-B2705	9	14
Q14995	HLA-C0202	9	36
Q14995	HLA-C1507	9	24
Q14997	HLA-A0201	9	84
Q14997	HLA-A1101	9	43
Q14997	HLA-B0702	9	41
Q14997	HLA-B2705	9	34
Q14997	HLA-C0202	9	113
Q14997	HLA-C1507	9	66
Q14999	HLA-A0201	9	57
Q14999	HLA-A1101	9	25
Q14999	HLA-B0702	9	47
Q14999	HLA-B2705	9	36
Q14999	HLA-C0202	9	92
Q14999	HLA-C1507	9	57
Q149M9	HLA-A0201	9	65
Q149M9	HLA-A1101	9	45
Q149M9	HLA-B0702	9	40
Q149M9	HLA-B2705	9	40
Q149M9	HLA-C0202	9	106
Q149M9	HLA-C1507	9	84
Q149N8	HLA-A0201	9	50
Q149N8	HLA-A1101	9	48
Q149N8	HLA-B0702	9	36
Q149N8	HLA-B2705	9	44
Q149N8	HLA-C0202	9	104
Q149N8	HLA-C1507	9	59
Q14BN4	HLA-A0201	9	31
Q14BN4	HLA-A1101	9	15
Q14BN4	HLA-B0702	9	15
Q14BN4	HLA-B2705	9	10
Q14BN4	HLA-C0202	9	36
Q14BN4	HLA-C1507	9	28
Q14C86	HLA-A0201	9	54
Q14C86	HLA-A1101	9	32
Q14C86	HLA-B0702	9	29
Q14C86	HLA-B2705	9	34
Q14C86	HLA-C0202	9	85
Q14C86	HLA-C1507	9	54
Q14C87	HLA-A0201	9	44
Q14C87	HLA-A1101	9	25
Q14C87	HLA-B0702	9	25
Q14C87	HLA-B2705	9	26
Q14C87	HLA-C0202	9	61
Q14C87	HLA-C1507	9	39
Q14CB8	HLA-A0201	9	17
Q14CB8	HLA-A1101	9	10
Q14CB8	HLA-B0702	9	9
