peptide_sequence_id	uniprot_id
10146	P69849
1503	Q9BRA0
47253	Q16512
60724	O75368
41619	Q12983
34021	P51532
6588	Q9HBT7
28560	P56470
61664	P00558
810	Q9H300
42484	Q9BUF5
23224	Q92600
3527	Q04941
306	Q31612
37260	P62280
16262	Q9P1Z0
34224	P05089
25467	Q8TBC5
33275	O00237
3952	O15027
2043	Q99814
18932	P41091
41954	Q8N5H7
8305	Q7Z406
57164	P68104
63908	P40429
30486	Q9NVH1
26284	Q8WYL5
1391	P50502
33706	P02671
20468	O75530
40319	Q15746
15657	Q9NP85
35078	P55327
4143	Q9Y2I1
60902	Q9NVJ2
52391	P39060
10252	P18464
40367	Q8N6H7
59976	Q9H425
30258	P07202
47415	P68032
56387	Q6UVY6
11002	P21980
16907	P11182
39531	O43252
7163	P49588
3629	P02746
8508	Q16670
48386	Q9Y624
33348	P02647
44097	P01861
9153	P04439
56039	P13797
24033	P08311
16704	P30464
57938	P10619
48721	P0DMV8
63236	Q15233
2264	Q95604
45457	P08575
55488	O14672
11415	P48681
27979	Q8IYR2
62495	Q14517
18271	P30050
62002	P25705
7164	O60292
47428	P43353
54242	P14543
20372	O75369
3003	Q9NRH2
62607	P14923
35098	P68133
40262	Q86UU1
53901	O75976
34265	O94886
32838	Q86UV5
32583	Q13535
13521	Q9UNM6
4882	P05107
34161	Q12929
54069	P10620
52619	P62851
982	Q07507
22901	Q8TDC0
3452	P30450
37872	O60941
16978	Q14005
33070	O00221
3864	Q99873
15226	Q9NPG4
56105	Q9H0C2
50978	Q99878
7308	P52434
50743	Q8TED4
54427	Q8NHW5
41096	P23409
33242	Q96T68
23448	Q15014
36736	O95810
37349	Q9Y4A5
7224	O14672
30614	Q2M1Z3
63833	Q00610
61197	Q92523
45443	O75665
35763	Q9UPY5
12666	Q9H1Q7
21594	P24928
1097	Q16850
6386	Q9HBL0
20142	Q8TD31
6126	P04439
19761	P68032
52905	P30456
61727	P40925
42339	P14317
22807	O15533
7472	Q9Y426
57828	O75436
35379	Q12948
20083	Q9NWF9
38422	Q2M3M2
18491	Q8NFQ8
6825	Q6ZSZ5
49357	P18428
34737	Q9Y490
8632	Q9NUG4
34847	Q6ZNB7
59529	P15907
64161	P20039
43110	O60524
27618	Q9Y4R8
45391	P33176
4836	Q6AI12
52786	Q99623
18825	P63267
28564	P13535
7718	Q99623
60515	P04350
38794	Q00610
63690	Q6P5R6
53591	Q12905
34373	O43242
48849	P15954
10028	P40261
41411	O43933
39687	Q86UQ4
33037	P25398
21138	Q9H853
341	Q99969
34488	P30084
59178	Q9NYK1
6478	P62736
40717	Q9NZN5
52191	P56537
35657	Q14999
37063	Q9BWE0
33889	Q96AD5
50815	P01619
52874	Q96RW7
28248	P47712
4963	P20290
10570	Q8IZL8
20050	P00746
49318	Q9NY15
51824	P07101
28095	P17516
17613	Q9Y2T3
11647	Q12983
32263	Q6ZRS2
15456	P42575
2742	Q01082
45334	P51572
23922	Q6ZNJ1
63932	P06681
46176	Q6DN14
40868	Q6UX73
32148	P30488
50145	P49207
58835	P63261
13831	A2A3N6
11622	P00451
7996	Q96J92
2520	Q6ZN66
36177	Q9BSY9
13543	Q15034
33444	Q13685
40552	P24557
50684	Q15762
37150	Q5T6F2
55227	Q9NY47
33054	Q7Z478
35909	P00846
10685	Q5SY16
33464	O15230
25325	P46783
38900	Q15149
48855	P0DP02
60277	P39059
30435	P13196
52239	P22748
51390	P02748
5631	Q8N5J2
49009	P20062
46338	Q8N4C6
2585	Q99877
38965	P55160
58330	Q3ZCM7
10680	Q8IVD9
36867	Q14568
41333	P22695
7750	P18754
47568	P61769
27813	Q9NY15
20154	Q4FZB7
49367	P07602
46722	Q01968
12606	Q6IQ16
38386	Q9BXS5
48411	P01764
61064	P63267
62361	P35241
20555	O60610
16343	Q8TCU6
18987	Q9C0D3
59189	A5A3E0
39036	Q99613
44183	P55058
18538	O75822
41973	P46940
18051	P56524
23745	P02549
44272	Q5VWZ2
9189	P42679
6142	P04259
44114	P16401
18300	P01266
7545	Q95365
54856	Q15828
6894	O60674
18862	Q9UMS6
40004	P68133
733	O60907
39854	Q05315
47433	Q71DI3
63295	P98160
55245	Q14517
5128	P04844
19245	Q9NVM9
36251	Q7Z3U7
56874	P61163
10585	O00488
38040	Q03167
31965	O15018
20113	P32519
62106	Q9H1C4
32520	P20592
58743	P15144
54574	P30475
2232	P30461
19120	O14525
21791	P39880
7517	P38571
16388	Q5H9U9
26113	Q7Z7M9
29081	O15164
63421	Q15125
9520	Q6ZWL3
17086	Q9BRZ2
37346	A0A087WUL8
23565	P62987
44553	P62277
5966	Q9UJX4
38498	P02808
36122	Q9UPN3
13282	Q9BPW9
5634	P35240
17804	Q969F0
51856	P21980
42699	P30447
38052	Q70E73
45345	Q9GZR7
17739	Q13509
20108	O75530
710	Q96PU8
1588	P49023
42201	P45378
39561	P00338
16432	P05181
23842	P12955
9133	P50990
1015	Q01118
46216	P30462
38883	P47972
63368	Q9BWS9
31573	P0C0S8
36201	Q92562
22752	Q9UBZ9
7684	Q9UPN3
63928	P62491
28783	Q6TFL4
16294	P48643
56539	P05154
47966	Q9NS28
37215	P61024
35413	O15119
55690	Q6P179
34685	P00738
11453	Q96HY6
45831	Q03518
58871	P04844
49144	P68133
11534	Q9BSF8
43317	O00291
43637	O00750
34246	Q9NYP7
14219	Q8WZ42
26537	O60234
50012	A0A0A0MRZ8
14838	Q02763
17973	Q99081
22300	Q96P16
12847	Q13315
29364	P26599
16668	P04114
51268	P04433
1578	Q9UGT4
23752	P62834
11066	Q15020
15193	Q9NR09
55977	P42892
33325	P68431
61984	O14786
55516	A5A3E0
22361	O14715
50844	O75367
2310	Q8NI35
46407	Q8IYU8
12641	P04908
43242	Q6ZNE5
61832	O60494
63771	P62826
3305	Q14204
8719	Q92918
47839	O14920
56761	Q5DX21
10381	Q9UMX0
6411	Q3ZCM7
59249	Q14789
58934	P02768
54480	O95166
34842	Q8WZ42
21498	P35713
28051	P60201
58540	Q8WUA8
52092	Q6NXT2
54467	O75976
46594	Q66K14
14931	Q15417
61653	P37173
51106	Q9H3G5
355	Q7Z333
41595	Q96P70
61352	P14550
46274	Q92482
18763	Q5BJD5
6924	Q5VWN6
31503	P06865
49934	Q8IUE6
28408	Q99666
17488	P62736
15797	Q86SQ0
34542	Q53F39
50699	Q13509
17755	Q5H8C1
19119	Q9NQB0
32129	P18465
11417	Q96CD2
38350	Q96EX3
45089	Q14152
53457	P84243
11668	O15519
38971	P07437
18738	Q562R1
35079	Q7Z404
3148	P62736
54038	Q96IX5
6988	Q93074
33144	Q96JG6
5694	P09936
42408	Q12873
19333	Q12768
1776	P09668
5834	P35221
20293	Q6STE5
60765	P15907
59443	O14772
50036	P01034
8448	P57682
32980	P63146
14198	P53675
12496	P23527
56259	Q9H2W1
6948	Q96KR1
10529	P07099
62390	Q08174
51924	O14672
40461	P62736
7598	Q8NEP9
16110	P15036
36367	Q92766
57109	O14880
40591	Q8IXQ6
1470	O75676
26066	Q8N609
27763	Q8TCU6
7500	P0DMV9
57094	P0C0S8
18014	Q96TA1
37082	P30457
4325	P31946
34796	P06702
60527	A0M8Q6
11368	Q14764
13771	P49792
34786	P60763
50700	P0C0S8
3330	Q12907
37266	Q96RG2
44994	P23467
54921	P0DOX5
52135	P04233
38628	P17661
56986	Q5VTE0
62696	P30512
550	Q9Y490
63477	Q15582
52441	O43598
12510	Q9Y6Y0
1985	Q29963
49471	P00387
3676	P60201
3593	Q68BL8
928	O60239
763	Q9Y2D5
58477	P22695
11909	Q8N108
41763	P69891
40293	Q9Y223
40265	Q14204
47455	P60709
17778	A4D0S4
12638	Q8IYS0
40274	P40425
17300	P53634
57569	P30508
2729	Q14656
25740	Q8NCS4
47390	P04908
36746	O14645
8089	P49761
14491	P50213
25966	Q14004
42157	Q9UKX3
37114	Q9UN36
45343	Q01082
26362	P30491
27754	Q9UKA4
6962	Q13813
41906	Q6AI12
27703	Q8IU85
43523	P69849
52037	P02751
447	P16403
2686	Q09666
27326	P09601
18690	Q6NUM6
44204	Q58FG1
10267	Q969Q0
36493	Q4VNC1
47667	O14756
14066	Q643R3
38823	O43374
31943	P12111
54298	O95786
59409	P63261
5313	O76094
46128	P57764
54074	O94919
18145	Q15326
46686	Q9Y2K7
3011	Q9UHB6
22749	P07327
36315	Q6ZS30
12282	O75348
35011	Q9H8M1
14587	Q9UGC7
12514	P20594
18980	Q9Y4H2
7914	Q16401
6268	Q99504
32243	Q99666
22843	Q14134
54196	Q9NY15
29657	Q2VY69
14081	P21333
44403	P11926
36266	Q15034
53052	P01024
33623	Q8WXG9
16628	P55084
63772	Q9NX76
8326	Q96LT9
40801	Q6NXG1
21901	Q99536
52702	Q9UBQ7
35097	O43150
1395	Q9NX31
44266	Q96TA2
62364	Q14195
61569	Q13790
10337	O95721
55665	Q8IUE6
39634	P07437
24230	P46060
30331	Q9UBX1
39583	P50395
22498	P0CG39
2222	P23921
54656	P36871
24706	A8K7I4
311	Q93008
48995	P17900
10856	O95071
43748	P24863
13880	Q9H223
39588	Q9NR16
29939	O94759
4709	P08670
21893	Q9Y6Q9
49335	Q96QV6
16470	P01031
34953	Q9NY91
42521	O75533
37082	P30491
47975	Q9BXW6
37826	Q9NRW7
33832	O15155
37519	Q9BSQ5
36462	P16989
46869	P63261
17214	Q96QB1
24956	Q86WV1
52219	A0A0C4DH72
13294	Q92620
2838	Q13395
6919	Q92574
7545	P30498
21432	Q9UER7
61631	P01042
21700	P10721
2389	P30485
25738	P98160
6778	Q02045
23659	Q13885
57793	Q9NY15
45870	P28347
34198	P38398
8287	P08238
56447	P55899
47860	Q9BTE3
53387	Q6V0I7
52993	P05534
35	P16403
4788	Q13336
31940	P98160
501	P0CG39
43927	P63267
34219	Q92673
4963	Q96K17
10538	Q9Y5F1
55132	Q8NHP6
22162	Q5T1M5
17527	Q13748
57342	P0CF74
57133	O00161
36098	P07327
59568	P05388
44348	P13489
23067	P35443
19104	Q9Y2V0
58594	P39019
63897	Q14019
8569	Q7Z4W1
9696	Q99877
4618	P01891
342	Q14669
53265	P01023
36399	O95714
5923	Q9H7C9
5435	Q00325
20738	Q9UBB9
50540	Q16819
16704	Q29718
51400	Q86UF2
19762	Q9Y376
13415	P02745
14167	P42330
23540	Q96MW5
36685	O60287
56975	P12235
57429	Q07000
13867	P10644
35160	Q8TDX7
56629	P0CG04
5948	P10809
35717	O43707
62209	P01266
36100	Q14320
5730	P38646
8439	Q15149
19478	Q96Q15
44939	Q9BPX1
26952	P03891
58759	P06733
55243	O95436
34775	P35580
63412	P06681
21264	Q7Z5Q1
8508	P17010
64165	Q8WWZ8
59353	P46976
31421	Q92685
58352	Q15365
7719	P35251
37161	Q8TD16
22502	Q9UHJ6
55208	O14773
39240	P30464
13102	P01266
9891	P63146
19442	P07359
16704	Q29940
60790	Q9Y5S1
63511	P63261
42130	P27695
60507	P02750
5649	Q9UBT6
62883	Q6P5S2
22572	P49795
32127	P08263
21203	P35579
25053	P11182
34773	Q99439
8508	Q9BWE0
18654	Q6WRI0
33529	Q8WXI7
8314	P18465
5708	P0CG39
29130	Q8IUI4
36226	O14791
61555	Q15493
18139	Q8TEW6
51213	A4D0S4
38515	Q96DZ5
60527	P0CG04
24491	Q15382
8255	P61158
46358	Q3YEC7
63226	Q14C87
55516	Q6S8J3
48430	P0DP03
40023	P04844
57593	P05186
55532	P60520
56887	Q13228
29359	Q13261
46599	A2VDJ0
33463	P49354
9858	Q8IXM2
12964	O94979
53486	Q3ZCM7
46386	A6NIZ1
40067	P16455
17550	Q9Y5S8
7665	O95714
57390	P51888
21940	O14607
2081	P17066
18225	Q96E39
2933	Q9BYX7
5864	Q86YL5
20447	Q00341
15406	P35222
58163	P11226
30165	Q58FF3
20641	Q5MIZ7
28832	P50226
63855	P16402
38412	Q643R3
47884	Q8TD16
36194	Q9H788
7853	Q9UNM6
4914	Q9HCH5
10481	O15121
16637	P35504
50355	P0DMM9
696	Q15149
335	P41226
16104	P05538
58554	P01903
22078	Q04826
38678	Q5TAX3
18897	Q9BPZ7
44114	P16403
19667	P51816
19477	Q8TCY9
40863	Q6NXT4
34004	Q8NG31
6163	C9JN71
54579	P62277
25634	Q9BUR5
2713	O43670
56853	P68363
61207	P23381
27521	P53680
44119	Q13177
34547	O75643
4174	P68363
34114	Q7KZF4
20087	Q96GC9
397	P18463
44053	Q9BY66
59930	P26641
24724	Q8NEB5
36638	O00193
53468	P0DP25
14808	Q9BZH6
29657	Q7Z7L9
13135	P01266
22585	Q8IUR0
36861	Q7KZF4
17413	O00241
11722	Q9BPW8
23565	P0CG47
34076	Q9NQ76
49612	P17936
68	Q8TAD4
60761	P30480
53870	P35968
19735	Q93079
25642	Q15121
39262	P84243
7360	Q86TX2
33055	Q9Y2Y0
32985	Q8IVG5
21622	P12035
44070	Q9C002
41358	Q00325
39221	Q29960
30931	Q6PFW1
25892	Q9NQ29
9045	P14625
16387	P10619
17456	Q7Z6Z7
2400	Q9Y2Q0
16914	P41252
713	Q99538
6046	O75787
41214	O15021
9278	P11216
17774	Q8IZW8
3361	P08236
54637	P50502
5659	Q16891
56003	P35590
39468	P03989
51992	Q8TAB3
14787	P60900
8508	A8K8V0
52628	P0DOX6
5668	P51572
54044	P18428
50711	Q9UL46
6898	Q92973
26390	P78527
14160	Q14135
60311	P22392
47473	Q9UPY6
50224	P31327
30024	P49792
27397	P36578
39097	P17568
54956	Q8IUR0
25557	Q695T7
56675	P18428
60789	P49327
18752	Q8IYL9
18953	Q9NU19
12846	Q7LDG7
7901	Q9BRL6
55755	Q7Z3D6
31157	P42696
54208	Q13214
33120	Q8TEQ0
48704	Q6P9H5
34790	P35749
6588	Q96NG8
55716	P19971
48857	P01767
39996	Q9H8V3
22685	P07202
25195	P12111
60197	O14579
26218	Q86UV5
48682	P01763
35198	P0CG08
34480	Q9UK32
38775	Q86VW2
54381	P40261
63111	Q15907
10828	O94830
17311	P17931
59077	Q9NQX3
864	P02671
23948	P11388
41478	Q9NX08
60995	Q8TCG2
30987	Q8N1B4
12901	Q92959
41427	Q92616
29205	Q96IP4
17663	Q8IWL1
21347	Q14204
18423	Q53SF7
56651	P0CG04
39426	Q08211
2128	P01717
28553	Q9Y548
18885	Q86VH2
26087	O76070
9729	Q13438
11543	Q09472
59405	Q14204
51704	P33151
48713	P30492
38512	P02808
19979	Q99684
63371	P04439
25959	P14550
12658	O00299
8145	Q9UPU5
38385	P08637
32739	O75534
32457	Q96S97
31082	P01024
8127	Q9H299
27654	Q16531
62519	P39019
6740	Q96CT7
62921	P06681
24653	Q96F07
3996	P46779
9424	Q8TB96
16327	O95243
18539	P53675
32831	Q16537
41047	P04217
19860	P50402
36527	Q9NRD9
23573	P51587
22407	Q6DKI2
30235	O95198
12561	Q9P2J3
23907	P0CG39
44363	Q6IQ22
45390	Q92922
36755	P07814
18711	O00767
37130	Q9Y613
37795	Q14669
8410	P42025
58748	P06733
2575	Q6MZN7
34159	P31997
20280	P68133
45033	Q9P2R3
31616	Q9BZE0
7694	Q9UI08
29116	Q9C0D2
59668	Q969Z4
41848	Q07000
29469	Q00610
20316	Q5VV67
5409	O75717
52976	P01892
5151	Q9Y305
30434	Q969V3
25065	Q8WUA2
57311	O75923
62601	O43854
34009	P50616
57183	P51665
25269	P12111
35035	Q00610
42740	Q9Y490
15178	Q96JN8
12479	P50897
9847	Q9UNF1
20842	Q5HYJ1
5420	Q9UL54
42635	P32121
46791	Q9NTI5
59655	P42766
21225	O60879
58159	P27797
16138	O00566
29730	O75888
44099	P0CG48
63886	P30153
24899	P63267
36374	P51168
33022	O15066
16595	Q9H444
55607	P36955
58952	P04156
50674	P30484
9016	P21673
43014	Q9NZB8
59577	P09486
18861	P62906
48340	Q8WZ82
16786	P01031
62298	P04114
10880	O15258
47082	Q53GL0
28044	Q16849
47711	Q9UJ41
4725	P54760
14076	P35241
38372	Q9NZJ7
3845	Q9BVA1
18802	Q9BYP7
21198	Q01082
48530	O14879
13444	Q15014
46524	Q15555
60667	P07437
22795	Q562R1
9908	Q9NZN4
58489	P78556
29588	O95059
10926	P04180
8508	P10073
3685	P01833
20020	Q9NS93
56431	P0DMN0
31828	O15484
15820	Q08209
24335	P43487
47759	Q6NUK4
43798	Q15562
2169	Q71U36
48211	P78314
38175	Q9Y4W2
9939	Q9Y678
46493	Q9UBU9
53792	Q06481
20675	Q9H221
54807	P19021
25460	Q96CE8
12252	Q69YN4
10193	Q92928
16161	P14923
20147	O14880
21242	Q86V48
2228	Q16778
36526	Q7Z403
23445	Q9NY27
44434	Q53GS9
14028	Q9GZM7
7659	Q9BTY7
6588	Q9BS34
54078	Q13790
34109	Q7LDG7
7024	O14579
50487	P07148
23425	P25705
52598	A0AVT1
49551	Q58FF7
39681	Q92783
17158	P13797
24404	Q15149
43889	Q9BXP5
21733	Q8IWZ3
39652	Q13451
62239	P61626
48144	Q96PU8
11091	Q9Y4A5
3020	P0DMV8
40666	P82094
55795	P12110
47612	P55017
59908	P68366
57967	P01023
38721	O75116
52162	P16444
56672	Q8WX93
3322	P16189
29652	Q9GZR7
40084	Q2LD37
25098	P29590
13134	Q96P70
23309	P61009
574	Q9ULJ6
33691	Q13868
19170	P61073
16129	Q6NUM9
60985	Q92673
28503	O60488
28675	Q96N66
4248	Q13571
56167	P69905
38817	Q05682
29177	Q99829
4201	Q9UBQ7
38380	Q9BX97
415	P0CG39
49921	Q6FI13
61021	P68032
57831	P53041
62375	O14672
53054	O00462
19801	O43149
24035	Q5M7Z0
14019	Q12770
23474	Q70J99
47166	P24928
62719	P69905
20243	P62258
14900	Q96PV6
30317	P05093
62775	Q29836
10968	Q9NY65
36361	Q9P0V9
8396	Q96IV6
44458	P05141
31573	P20671
53732	Q99650
47890	P54709
62101	Q14204
11782	Q9Y3B3
57452	P68036
15104	P18583
5224	Q6IS14
11473	P18124
63371	P01892
25498	Q7Z412
37384	Q15052
26206	Q969X1
31677	P58335
7566	O15218
3178	P31327
31349	Q92835
40798	P18085
63792	Q8IZK6
39960	P52701
39795	Q01968
328	Q14011
44945	P17252
1624	Q86XK2
18842	P31689
42558	O43451
61690	P19971
18289	P62249
13493	O60895
41557	Q8NFR9
28236	Q9Y2K7
56765	O60291
12049	P43378
16351	Q13310
28554	Q8TF65
24862	Q96A70
59938	P51606
28898	Q9NY28
28365	Q01970
60433	P40261
29265	Q8N370
48673	P30510
23091	Q6UWK7
49853	O60641
32274	P19838
63661	Q9NR71
61606	P27797
30520	Q15751
27061	Q9HCC8
39535	P40261
63552	P01889
12829	Q3L8U1
11420	P13639
44736	O00754
11947	P35580
39691	Q13438
7428	P07900
48150	P63173
19578	Q15742
14337	P60981
56078	Q9NZM1
43716	P61313
11868	Q15019
38187	Q15124
833	O43520
45700	Q9H2G9
60261	Q6PCB0
39468	P30487
53360	P06681
37471	Q86WG5
29139	P33176
45020	Q8N1I0
9348	Q07889
34232	Q13574
8393	Q8TAT6
14328	P23497
29125	P42229
32250	Q9UQ88
59052	P50395
6057	P0DMV8
23805	Q9Y5Q8
16650	P00966
7060	Q9UPN7
38895	Q8N7W2
55704	Q86VP6
33046	P08670
22255	Q99496
48259	Q8TDJ6
23085	P00533
53999	Q05707
24263	P33527
41090	Q14684
49085	P42766
37468	O95714
20895	P0CAP1
49189	Q13093
44762	P30475
9014	Q93008
62897	Q14517
42220	Q9Y490
2547	Q6GYQ0
30644	Q9Y3A5
43022	Q15506
30152	Q4VNC1
27145	P36897
7717	Q13356
12796	O14617
38199	Q92870
52966	Q9UHG3
919	P00325
51695	P06744
53886	P46934
49005	P04908
32220	Q8NI27
10188	O75083
36064	Q8TAG9
46056	Q8TB72
55270	Q7Z7G0
15740	Q8TF72
28743	P49754
53183	Q14956
6977	P16157
58169	P02768
40804	P68133
28436	Q96QB1
18919	P29084
9112	P62851
40721	P35900
4796	P01266
57354	P30479
21679	P15941
49662	Q15046
50679	P02746
3360	Q6P179
60689	P62851
43425	Q6P2H3
12888	Q4ADV7
17652	P0CG47
3566	O75845
36884	P26373
15882	P61160
38095	Q86UX7
41897	P02751
2313	P30510
54681	Q9UGM3
3677	Q16401
45601	P02652
24713	Q5VWP2
63552	P30462
47174	P25098
2642	Q00325
50958	Q13148
28393	P18858
48541	P18464
35085	P32004
29362	O75369
54000	P35968
19037	Q9Y3I1
24284	Q12931
2563	Q9BS26
63623	P13726
39212	Q01995
37082	P30512
35292	Q12891
345	P12956
2162	P47897
51421	P21695
52139	Q9Y6R1
42600	Q6ZTW0
17130	Q5TAQ9
22194	Q8NHJ6
22874	P53675
49072	P17066
16512	Q9Y6L6
6588	Q14584
39932	Q13485
51105	Q13155
33610	Q9Y279
52905	P16189
58675	P60709
57033	Q9Y490
52108	P00751
12124	O75094
4778	P61803
12542	P13645
48168	P0DMV9
64038	P03952
6393	Q9NY27
19072	Q12962
48506	P07098
40245	Q99959
45068	O43731
10924	P07947
57065	P07148
1102	Q13813
44762	P04439
38105	Q99567
6236	Q96MU7
53473	P63244
32658	Q14562
28260	Q460N5
22257	Q86Y56
34718	O43312
59920	P63261
41121	Q13330
56431	P50225
45981	Q16881
62277	Q92187
11427	Q16695
37329	Q7L9B9
43420	Q96IZ0
17585	Q9BQE3
28211	P19367
17409	Q14195
3701	P09210
42980	Q9NWS8
42432	Q9H853
61340	O14579
30236	Q86T75
18639	Q9ULG6
9142	Q9UPN3
2026	Q3ZCM7
60499	P24752
47788	Q9UK99
30482	O15519
61106	P12235
28348	O15020
34929	P35228
46819	P19388
30100	P09486
15855	P06132
14543	Q99967
27325	O75794
12063	Q460N5
59464	P98164
48975	P18464
48487	P01764
9865	Q86TG7
26147	Q5THJ4
24947	O60844
48684	P30455
52757	Q8N4V1
41735	P43251
59079	P0DP03
24301	P06396
17604	P50454
34247	Q05315
54447	Q05707
48348	Q9BWW8
10374	P63220
46535	O94913
19071	Q7LBC6
27795	P20338
54638	P35241
38977	P35609
53551	Q6NXT2
6463	O14983
47098	Q6ZNJ1
15684	Q9H6K1
4618	P18462
46709	Q9H2F9
1566	Q9UNW9
61055	P63261
25940	P13637
44099	P62979
5116	P35659
16483	P11226
19581	Q9BRK3
43912	Q96E17
50674	P30485
5733	P61224
50674	P30505
48252	Q8IZN3
24775	A6NMY6
39961	Q9Y4E5
41201	Q8N960
1399	Q13885
445	P30466
30826	Q99973
39939	P47755
58137	Q16222
20408	Q7L622
33856	Q9GZM5
62007	P07355
627	P62805
62431	P06396
377	P60709
25605	O15015
49779	P02751
30542	P51790
41353	P28331
14157	P98160
58378	Q6S8J3
52976	P30443
15832	Q14320
31473	P33778
57093	P0C0S5
3158	Q6P2Q9
52775	P35232
45994	Q8IVT5
18221	Q99729
60746	Q562R1
33597	Q99700
6953	Q96EB6
59411	P14384
58980	P07384
33325	P84243
4904	O95427
21682	P08048
39350	P46100
29857	Q96EK7
23851	A0A0C4DH25
26179	Q14839
58852	P63267
8741	O60493
42743	P62750
27111	A2RRD8
40593	Q58FF7
26196	O95602
13353	Q8N335
60751	Q9UGI8
61338	Q08945
6420	Q9BZ29
7048	P06744
36570	O43143
55183	Q93091
26882	Q71DI3
38911	Q5JSZ5
24084	P33778
39293	Q9H3M7
11445	Q9UPN3
22484	Q7Z6J2
61593	P06733
39308	Q13617
42479	P11309
6749	Q96FV9
30770	Q05397
10807	P13611
10405	Q969H8
23344	Q9Y446
54758	P49327
48673	P01889
51578	P06744
49920	Q14112
61706	Q4U2R8
18636	P55265
23874	Q99877
44838	O43143
19755	B5ME19
37812	P40227
22852	Q9Y320
36799	P35749
55868	P01034
2077	Q13496
39003	Q9NYV4
11791	Q9H6U8
19520	Q75T13
33835	Q86UW6
42435	A3KN83
27911	Q96P70
42643	P35579
48099	Q8NEB9
34013	P57740
36527	Q9NRD8
23307	Q13751
2732	O60437
63228	Q15907
8508	Q2M3W8
22360	P07954
5063	O43292
14789	Q9UEY8
44491	Q99490
53327	P12235
22078	P10316
57308	Q15149
47643	P04114
63524	Q12891
40989	Q6NVV3
47468	O60496
21424	Q14669
32186	P17927
14315	Q13576
313	Q96IP4
34024	P05089
23290	Q04637
31008	A8K7I4
35001	P00558
42291	Q9Y566
53520	P15086
35051	Q9UMS6
40461	P63267
21532	Q9Y2L5
8508	O75373
52357	P51888
41816	Q9NPG4
40637	A0JLT2
43993	P69905
919	P07327
158	Q01995
46997	P63267
24272	O75865
57018	Q71DI3
24199	Q7L945
13048	P02765
45217	O75970
5472	Q9H3M7
15464	O00507
53301	Q13501
53008	P12236
46574	Q8N3Y1
31746	P41229
32475	O75461
31257	P06681
45887	P01834
48987	P21589
3918	Q9P1Q0
21527	Q9NWB7
9201	P42025
34822	P45378
9768	P40429
63511	P63267
37233	Q9UPS6
58397	P16671
42492	Q15019
50412	P05787
34416	P18464
33173	P41252
20024	Q4L180
54518	P33121
32612	Q96F46
32055	Q8WY64
2160	Q9P0V9
29203	Q8NF91
4113	A5A3E0
28344	O75044
63305	Q14108
29535	Q13952
35006	P20711
48354	P55327
19420	Q71SY5
62671	P11686
60838	Q8NBI5
55903	Q9BTM1
44410	Q15274
60948	P30511
51438	P01024
24105	Q96IY1
12705	Q01581
371	P22626
52044	O75051
50465	O60814
52183	P62826
32849	O95835
60299	O14773
41365	Q6NWY9
54650	P0DJD8
2236	P35579
26902	Q8IWA0
60263	P42702
36545	Q16827
38507	P05107
57468	P12111
8563	O60341
10959	Q13509
5533	Q01082
6106	Q9NQW6
17019	Q92597
45976	O95391
29732	P18465
49625	P55899
50674	P30460
22746	P0DJD1
34577	O43847
2171	Q5VYK3
59897	P08246
44739	Q9Y520
45926	Q9H3G5
296	O43252
59925	P05164
21125	Q96PK6
11052	P20719
33536	Q9H0S4
61068	P22223
27727	Q92503
37627	Q13895
47496	Q99459
53496	Q5SSJ5
56349	P21926
40390	O00507
58849	P49757
54983	P31948
18341	Q95365
47574	Q8TEZ7
16759	Q9P2F8
42424	Q14157
46094	Q9Y618
35506	O14795
51216	P47985
47323	Q07955
53003	O14493
47582	Q09161
12037	Q8NEB9
35144	Q16772
6892	Q6ZRS2
38446	P02808
46729	Q15149
9504	P28562
46269	A1L390
24533	Q6UXV4
48081	O94763
52714	P08263
42830	O00501
26637	Q8IY63
26915	Q96EY1
60952	O00754
9480	Q01082
481	Q03001
24797	P57053
22443	Q96HP0
4528	P63104
55441	Q02083
54631	O60812
61665	P02763
56442	P00738
9958	Q07507
24957	Q99607
11954	O75015
19334	O43707
54199	Q9NY15
12757	O95714
52435	Q02763
49772	P02743
59735	P06396
32503	Q12931
4941	Q9H1N7
31356	A6NHR9
42805	Q9Y4J8
18643	Q6FI81
39862	Q6AHZ1
12814	Q8WY22
45828	Q9H2L5
55342	P33151
25696	P09651
16876	Q5R3I4
41730	Q9Y5W3
45396	O60610
32444	Q9BWU0
4064	O60716
2314	P17693
49551	P08238
11278	Q9UHD8
43461	P52747
39772	P0DN76
30729	O15069
27023	Q13813
25219	Q5THJ4
23259	Q13642
48980	P13746
7149	O75150
63450	O95166
29628	P57053
11640	P29972
35878	P05181
54222	P51553
63646	P02765
25223	P02743
21275	Q8WWI1
43945	Q96DN0
33150	Q9P2F8
13079	Q16533
7367	Q13469
21625	Q9P203
55427	Q9TNN7
10892	Q96Q05
13417	P08238
15573	P41235
19291	P61619
46880	P30456
28340	Q9BVR0
26573	Q92878
63014	P20774
18327	Q58FF8
10241	Q92793
59455	Q15365
20485	Q9UHR6
12783	Q9NZJ5
57558	O75339
11986	P60660
55880	Q6UW56
10920	P35232
15376	Q9UBT6
38305	Q9NWB6
57199	P05141
43905	P61019
27203	Q13576
11746	O14880
12956	P62910
29014	P30481
44133	Q06278
22659	Q99973
51450	P35625
5855	Q99879
10952	O60826
48049	O75508
5648	P14543
17516	P30613
